competition_id,season_id,match_id,location,shot_outcome,shot_statsbomb_xg,under_pressure,shot_type,shot_body_part,shot_one_on_one,x,y,goalkeeper_location,num_opposing_players,x_gk,y_gk,goal
43,3,7582,"[109.0, 41.0]",Goal,0.7835,,Penalty,Right Foot,,109.0,41.0,,,,,1
43,3,7582,"[109.0, 41.0]",Goal,0.7835,,Penalty,Right Foot,,109.0,41.0,,,,,1
43,3,7582,"[109.0, 41.0]",Goal,0.7835,,Penalty,Right Foot,,109.0,41.0,,,,,1
43,3,7582,"[109.0, 41.0]",Saved,0.7835,,Penalty,Right Foot,,109.0,41.0,,,,,0
43,3,7582,"[109.0, 41.0]",Goal,0.7835,,Penalty,Right Foot,,109.0,41.0,,,,,1
43,3,7582,"[109.0, 41.0]",Goal,0.7835,,Penalty,Right Foot,,109.0,41.0,,,,,1
43,3,7582,"[109.0, 41.0]",Goal,0.7835,,Penalty,Left Foot,,109.0,41.0,,,,,1
43,3,7582,"[109.0, 41.0]",Saved,0.7835,,Penalty,Left Foot,,109.0,41.0,,,,,0
43,3,7552,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
43,3,7532,"[108.0, 40.0]",Off T,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,0
43,3,7564,"[109.0, 41.0]",Goal,0.7835,,Penalty,Right Foot,,109.0,41.0,,,,,1
43,3,7566,"[109.0, 41.0]",Goal,0.7835,,Penalty,Right Foot,,109.0,41.0,,,,,1
43,3,7541,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
43,3,7540,"[108.0, 40.0]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,1
43,3,8652,"[109.0, 41.0]",Saved,0.7835,,Penalty,Right Foot,,109.0,41.0,,,,,0
43,3,8652,"[109.0, 41.0]",Goal,0.7835,,Penalty,Right Foot,,109.0,41.0,,,,,1
43,3,8652,"[109.0, 41.0]",Goal,0.7835,,Penalty,Right Foot,,109.0,41.0,,,,,1
43,3,8652,"[109.0, 41.0]",Saved,0.7835,,Penalty,Right Foot,,109.0,41.0,,,,,0
43,3,8652,"[109.0, 41.0]",Off T,0.7835,,Penalty,Right Foot,,109.0,41.0,,,,,0
43,3,8652,"[109.0, 41.0]",Goal,0.7835,,Penalty,Right Foot,,109.0,41.0,,,,,1
43,3,8652,"[109.0, 41.0]",Goal,0.7835,,Penalty,Right Foot,,109.0,41.0,,,,,1
43,3,8652,"[109.0, 41.0]",Goal,0.7835,,Penalty,Right Foot,,109.0,41.0,,,,,1
43,3,8652,"[109.0, 41.0]",Goal,0.7835,,Penalty,Right Foot,,109.0,41.0,,,,,1
43,3,8652,"[109.0, 41.0]",Goal,0.7835,,Penalty,Right Foot,,109.0,41.0,,,,,1
43,3,7559,"[108.0, 40.0]",Saved,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,0
43,3,7559,"[108.0, 40.0]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,1
43,51,3888720,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
43,51,3888720,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
1238,108,3827767,"[108.1, 40.1]",Saved,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,0
1238,108,3827767,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
1238,108,3827767,"[108.1, 40.1]",Saved,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,0
1238,108,3827767,"[108.1, 40.1]",Off T,0.7835,,Penalty,Right Foot,True,108.1,40.1,"[119.0, 40.1]",1.0,119.0,40.1,0
1238,108,3827767,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
1238,108,3827767,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
1238,108,3827767,"[108.1, 40.1]",Saved,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,0
1238,108,3827767,"[108.1, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.1,40.1,,,,,1
1238,108,3817870,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
1238,108,3817870,"[107.9, 40.0]",Goal,0.7835,,Penalty,Left Foot,,107.9,40.0,,,,,1
1238,108,3817866,"[108.2, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.2,40.1,,,,,1
1238,108,3817866,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
1238,108,3817872,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
1238,108,3817901,"[107.9, 40.0]",Saved,0.7835,,Penalty,Left Foot,,107.9,40.0,,,,,0
1238,108,3817901,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
1238,108,3817901,"[108.1, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.1,40.1,,,,,1
1238,108,3817881,"[108.0, 40.0]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,1
1238,108,3817881,"[108.1, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.1,40.1,,,,,1
1238,108,3817894,"[108.2, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.2,40.1,,,,,1
1238,108,3817888,"[108.0, 40.0]",Off T,0.7835,,Penalty,Right Foot,True,108.0,40.0,"[119.3, 40.2]",1.0,119.3,40.2,0
1238,108,3817868,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
1238,108,3817867,"[107.9, 40.0]",Goal,0.7835,,Penalty,Right Foot,,107.9,40.0,,,,,1
1238,108,3817898,"[108.0, 40.0]",Saved,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,0
1238,108,3817893,"[108.1, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.1,40.1,,,,,1
1238,108,3817892,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
1238,108,3817892,"[107.9, 40.0]",Saved,0.7835,,Penalty,Left Foot,,107.9,40.0,,,,,0
1238,108,3817878,"[107.7, 40.0]",Saved,0.7835,,Penalty,Left Foot,,107.7,40.0,,,,,0
1238,108,3813283,"[107.9, 40.0]",Goal,0.7835,,Penalty,Right Foot,,107.9,40.0,,,,,1
1238,108,3813295,"[108.2, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.2,40.1,,,,,1
1238,108,3813282,"[108.2, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.2,40.0,,,,,1
1238,108,3813287,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
1238,108,3813287,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
1238,108,3813270,"[108.1, 39.9]",Goal,0.7835,,Penalty,Left Foot,,108.1,39.9,,,,,1
1238,108,3813279,"[108.0, 40.0]",Saved,0.7835,,Penalty,Right Foot,True,108.0,40.0,"[119.9, 40.1]",1.0,119.9,40.1,0
1238,108,3813274,"[108.0, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.1,,,,,1
1238,108,3813274,"[108.0, 40.0]",Saved,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,0
1238,108,3813317,"[107.9, 40.1]",Goal,0.7835,,Penalty,Right Foot,,107.9,40.1,,,,,1
1238,108,3813314,"[107.9, 40.0]",Goal,0.7835,,Penalty,Right Foot,,107.9,40.0,,,,,1
1238,108,3813309,"[107.9, 40.0]",Goal,0.7835,,Penalty,Right Foot,,107.9,40.0,,,,,1
1238,108,3813289,"[108.0, 40.0]",Saved,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,0
1238,108,3813277,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
1238,108,3813267,"[108.2, 40.4]",Goal,0.7835,,Penalty,Right Foot,,108.2,40.4,,,,,1
11,90,3773593,"[108.0, 39.8]",Goal,0.7835,,Penalty,Left Foot,,108.0,39.8,,,,,1
11,90,3773585,"[107.7, 39.8]",Goal,0.7835,,Penalty,Right Foot,,107.7,39.8,,,,,1
11,90,3773587,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
11,90,3773377,"[108.2, 40.5]",Saved,0.7835,,Penalty,Left Foot,,108.2,40.5,,,,,0
11,90,3773695,"[108.2, 40.1]",Saved,0.7835,,Penalty,Left Foot,True,108.2,40.1,"[119.9, 40.1]",1.0,119.9,40.1,0
11,90,3773369,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,True,108.0,40.0,"[119.2, 40.4]",1.0,119.2,40.4,1
11,90,3773661,"[107.8, 40.0]",Goal,0.7835,,Penalty,Right Foot,,107.8,40.0,,,,,1
11,90,3773661,"[107.6, 40.8]",Goal,0.7835,,Penalty,Left Foot,,107.6,40.8,,,,,1
11,90,3773415,"[108.1, 40.2]",Goal,0.7835,,Penalty,Left Foot,,108.1,40.2,,,,,1
11,90,3773415,"[107.1, 39.5]",Goal,0.7835,,Penalty,Right Foot,,107.1,39.5,,,,,1
11,90,3773477,"[108.0, 40.0]",Saved,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,0
11,90,3773477,"[108.1, 40.2]",Goal,0.7835,,Penalty,Left Foot,,108.1,40.2,,,,,1
11,42,303532,"[108.1, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.1,40.1,,,,,1
11,42,303504,"[108.2, 39.9]",Goal,0.7835,,Penalty,Left Foot,True,108.2,39.9,"[119.2, 39.4]",1.0,119.2,39.4,1
11,42,303664,"[108.0, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.1,,,,,1
11,42,303400,"[108.0, 40.0]",Saved,0.7835,,Penalty,Right Foot,True,108.0,40.0,"[119.3, 40.3]",1.0,119.3,40.3,0
11,42,303479,"[108.2, 40.0]",Goal,0.7835,,Penalty,Left Foot,,108.2,40.0,,,,,1
11,42,303696,"[108.2, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.2,40.1,,,,,1
11,42,303696,"[108.2, 39.7]",Goal,0.7835,,Penalty,Left Foot,True,108.2,39.7,"[119.7, 39.8]",1.0,119.7,39.8,1
11,42,303696,"[107.9, 39.7]",Goal,0.7835,,Penalty,Left Foot,True,107.9,39.7,"[119.0, 39.4]",1.0,119.0,39.4,1
11,42,303487,"[107.9, 40.0]",Goal,0.7835,,Penalty,Left Foot,,107.9,40.0,,,,,1
11,42,303707,"[108.0, 40.0]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,1
11,42,303666,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
11,42,303517,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
11,4,16029,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
11,4,16182,"[108.0, 40.0]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,1
11,4,16182,"[108.1, 40.1]",Saved,0.7835,,Penalty,Left Foot,,108.1,40.1,,,,,0
11,4,16157,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
11,4,16157,"[108.0, 40.0]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,1
11,4,16056,"[108.1, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.1,40.1,,,,,1
11,4,16275,"[108.0, 39.9]",Goal,0.7835,,Penalty,Right Foot,,108.0,39.9,,,,,1
11,4,15973,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
11,4,16205,"[108.1, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.1,40.1,,,,,1
11,1,9880,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
11,1,9827,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
11,1,9609,"[108.0, 40.0]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,1
11,1,9736,"[108.0, 40.0]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,1
11,1,9581,"[108.0, 40.0]",Saved,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,0
11,1,9726,"[108.2, 40.1]",Saved,0.7835,,Penalty,Left Foot,,108.2,40.1,,,,,0
11,2,267212,"[108.3, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.3,40.1,,,,,1
11,2,267101,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
11,2,266440,"[108.0, 40.0]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,1
11,2,266033,"[107.9, 40.1]",Goal,0.7835,,Penalty,Left Foot,,107.9,40.1,,,,,1
11,2,267432,"[108.1, 40.1]",Saved,0.7835,,Penalty,Left Foot,,108.1,40.1,,,,,0
11,2,267432,"[108.1, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.1,40.1,,,,,1
11,2,266952,"[108.1, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.1,40.1,,,,,1
11,2,267596,"[108.0, 40.0]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,1
11,27,3825908,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
11,27,3825883,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
11,27,3825902,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
11,27,3825876,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
11,27,3825777,"[108.0, 40.0]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,1
11,27,3825896,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
11,27,3825896,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
11,27,3825841,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
11,27,3825840,"[108.0, 40.0]",Saved,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,0
11,27,3825823,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
11,27,3825905,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
11,27,3825822,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
11,27,3825820,"[108.1, 40.1]",Saved,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,0
11,27,3825820,"[108.2, 40.1]",Off T,0.7835,,Penalty,Right Foot,True,108.2,40.1,"[119.5, 39.8]",1.0,119.5,39.8,0
11,27,3825818,"[108.0, 40.0]",Saved,0.7835,,Penalty,Right Foot,True,108.0,40.0,"[119.0, 40.5]",1.0,119.0,40.5,0
11,27,3825887,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
11,27,3825757,"[108.1, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.0,,,,,1
11,27,3825641,"[108.0, 40.0]",Saved,0.7835,,Penalty,Right Foot,True,108.0,40.0,"[119.8, 40.3]",1.0,119.8,40.3,0
11,27,3825803,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
11,27,3825798,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
11,27,3825796,"[108.1, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.0,,,,,1
11,27,3825795,"[108.1, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.1,40.1,,,,,1
11,27,3825792,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
11,27,3825785,"[108.1, 40.1]",Saved,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,0
11,27,3825779,"[107.9, 40.0]",Goal,0.7835,,Penalty,Right Foot,,107.9,40.0,,,,,1
11,27,3825678,"[108.0, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.1,,,,,1
11,27,3825638,"[108.2, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.2,40.0,,,,,1
11,27,3825595,"[108.0, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.1,,,,,1
11,27,3825572,"[108.2, 40.0]",Saved,0.7835,,Penalty,Right Foot,True,108.2,40.0,"[119.3, 40.3]",1.0,119.3,40.3,0
11,27,3825707,"[108.0, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.1,,,,,1
11,27,3825700,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
11,27,3825698,"[108.1, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.1,40.1,,,,,1
11,27,3825694,"[108.0, 40.0]",Saved,0.7835,,Penalty,Right Foot,True,108.0,40.0,"[118.3, 40.0]",1.0,118.3,40.0,0
11,27,3825692,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
11,27,3825675,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
11,27,3825669,"[108.3, 40.1]",Saved,0.7835,,Penalty,Right Foot,,108.3,40.1,,,,,0
11,27,3825668,"[108.2, 40.1]",Saved,0.7835,,Penalty,Left Foot,,108.2,40.1,,,,,0
11,27,3825667,"[108.0, 39.9]",Saved,0.7835,,Penalty,Right Foot,,108.0,39.9,,,,,0
11,27,3825662,"[107.9, 40.1]",Saved,0.7835,,Penalty,Right Foot,,107.9,40.1,,,,,0
11,27,3825660,"[108.4, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.4,40.1,,,,,1
11,27,3825623,"[108.0, 40.0]",Saved,0.7835,,Penalty,Left Foot,True,108.0,40.0,"[118.9, 40.3]",1.0,118.9,40.3,0
11,27,3825623,"[108.2, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.2,40.0,,,,,1
11,27,3825601,"[108.0, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.1,,,,,1
11,27,3825647,"[107.8, 39.4]",Goal,0.7835,,Penalty,Right Foot,,107.8,39.4,,,,,1
11,27,3825877,"[108.0, 40.0]",Post,0.7835,,Penalty,Right Foot,True,108.0,40.0,"[119.3, 40.0]",1.0,119.3,40.0,0
11,27,3825874,"[108.1, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.0,,,,,1
11,27,3825874,"[107.9, 40.0]",Goal,0.7835,,Penalty,Right Foot,,107.9,40.0,,,,,1
11,27,3825874,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
11,27,3825870,"[107.9, 40.0]",Goal,0.7835,,Penalty,Right Foot,,107.9,40.0,,,,,1
11,27,3825868,"[108.0, 40.0]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,1
11,27,3825853,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
11,27,3825653,"[107.9, 40.0]",Goal,0.7835,,Penalty,Right Foot,,107.9,40.0,,,,,1
11,27,3825650,"[108.2, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.2,40.0,,,,,1
11,27,3825755,"[108.0, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.1,,,,,1
11,27,3825754,"[107.9, 40.0]",Goal,0.7835,,Penalty,Right Foot,,107.9,40.0,,,,,1
11,27,3825753,"[108.0, 40.0]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,1
11,27,3825747,"[108.0, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.1,,,,,1
11,27,3825734,"[108.1, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.0,,,,,1
11,27,3825727,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
11,27,3825726,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
11,27,3825722,"[108.0, 40.0]",Post,0.7835,,Penalty,Right Foot,True,108.0,40.0,"[119.3, 40.1]",1.0,119.3,40.1,0
11,27,3825719,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
11,27,3825721,"[108.2, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.2,40.1,,,,,1
11,27,3825718,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
11,27,3825715,"[108.1, 40.1]",Saved,0.7835,,Penalty,Right Foot,True,108.1,40.1,"[120.0, 39.9]",1.0,120.0,39.9,0
11,27,3825710,"[108.0, 40.0]",Off T,0.7835,,Penalty,Right Foot,True,108.0,40.0,"[119.3, 40.0]",1.0,119.3,40.0,0
11,27,3825710,"[107.9, 40.0]",Goal,0.7835,,Penalty,Right Foot,,107.9,40.0,,,,,1
11,27,3825634,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
11,27,3825633,"[107.9, 40.0]",Goal,0.7835,,Penalty,Right Foot,,107.9,40.0,,,,,1
11,27,3825633,"[108.0, 40.0]",Saved,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,0
11,27,3825627,"[107.5, 39.9]",Goal,0.7835,,Penalty,Right Foot,,107.5,39.9,,,,,1
11,27,3825627,"[107.3, 40.1]",Goal,0.7835,,Penalty,Right Foot,,107.3,40.1,,,,,1
11,27,3825621,"[107.9, 40.0]",Saved,0.7835,,Penalty,Left Foot,,107.9,40.0,,,,,0
11,27,3825617,"[107.8, 40.2]",Goal,0.7835,,Penalty,Right Foot,,107.8,40.2,,,,,1
11,27,3825615,"[108.2, 40.1]",Saved,0.7835,,Penalty,Left Foot,,108.2,40.1,,,,,0
11,27,3825592,"[108.0, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.1,,,,,1
11,27,3825585,"[108.0, 39.8]",Goal,0.7835,,Penalty,Right Foot,,108.0,39.8,,,,,1
11,27,3825581,"[107.8, 40.1]",Goal,0.7835,,Penalty,Right Foot,,107.8,40.1,,,,,1
11,27,3825578,"[108.2, 40.2]",Goal,0.7835,,Penalty,Right Foot,,108.2,40.2,,,,,1
11,27,3825577,"[108.0, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.1,,,,,1
11,27,3825574,"[107.9, 39.9]",Goal,0.7835,,Penalty,Right Foot,,107.9,39.9,,,,,1
11,27,266498,"[108.0, 40.0]",Saved,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,0
11,27,266653,"[108.0, 39.9]",Saved,0.7835,,Penalty,Right Foot,,108.0,39.9,,,,,0
11,27,265944,"[108.3, 40.3]",Goal,0.7835,,Penalty,Right Foot,,108.3,40.3,,,,,1
11,27,265944,"[108.2, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.2,40.1,,,,,1
11,27,265944,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
11,27,267611,"[108.1, 40.1]",Off T,0.7835,,Penalty,Right Foot,True,108.1,40.1,"[119.4, 40.0]",1.0,119.4,40.0,0
11,27,266236,"[107.9, 40.1]",Saved,0.7835,,Penalty,Left Foot,,107.9,40.1,,,,,0
11,27,266815,"[107.8, 40.0]",Saved,0.7835,,Penalty,Right Foot,True,107.8,40.0,"[118.7, 40.1]",1.0,118.7,40.1,0
11,27,266106,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
11,27,266149,"[108.0, 40.0]",Goal,0.7835,,Penalty,Left Foot,True,108.0,40.0,"[119.6, 40.1]",1.0,119.6,40.1,1
11,27,266056,"[108.1, 40.2]",Goal,0.7835,,Penalty,Left Foot,,108.1,40.2,,,,,1
11,27,267327,"[108.0, 40.1]",Post,0.7835,,Penalty,Right Foot,True,108.0,40.1,"[119.1, 40.5]",1.0,119.1,40.5,0
11,27,266490,"[108.1, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.1,40.1,,,,,1
11,27,266490,"[108.3, 40.1]",Off T,0.7835,,Penalty,Left Foot,True,108.3,40.1,"[119.8, 40.0]",1.0,119.8,40.0,0
11,27,266254,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
11,27,266254,"[108.1, 40.1]",Wayward,0.7835,,Penalty,Left Foot,True,108.1,40.1,"[119.7, 40.1]",1.0,119.7,40.1,0
11,26,265963,"[108.0, 40.0]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,1
11,26,266916,"[108.1, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.1,40.1,,,,,1
11,26,266916,"[108.0, 40.2]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.2,,,,,1
11,26,265866,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
11,26,267085,"[108.0, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,1
11,26,70303,"[108.1, 40.0]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.0,,,,,1
11,26,266794,"[108.0, 40.0]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,1
11,26,267343,"[108.1, 39.9]",Goal,0.7835,,Penalty,Right Foot,,108.1,39.9,,,,,1
11,26,266525,"[108.1, 40.0]",Saved,0.7835,,Penalty,Right Foot,,108.1,40.0,,,,,0
11,26,266741,"[108.0, 40.0]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,1
11,26,266967,"[108.1, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.1,40.1,,,,,1
11,26,266770,"[108.2, 40.1]",Off T,0.7835,,Penalty,Left Foot,True,108.2,40.1,"[119.1, 39.3]",1.0,119.1,39.3,0
11,25,267368,"[108.0, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.1,,,,,1
11,25,267368,"[108.1, 40.2]",Saved,0.7835,,Penalty,Left Foot,True,108.1,40.2,"[119.4, 40.3]",1.0,119.4,40.3,0
11,25,70302,"[108.0, 40.0]",Saved,0.7835,,Penalty,Right Foot,,108.0,40.0,,,,,0
11,25,70277,"[107.9, 40.0]",Goal,0.7835,,Penalty,Left Foot,True,107.9,40.0,"[118.3, 39.9]",1.0,118.3,39.9,1
11,25,70306,"[108.0, 40.0]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,1
11,25,266613,"[108.1, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.1,40.1,,,,,1
11,25,265857,"[108.0, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.0,40.1,,,,,1
11,25,265857,"[107.8, 39.9]",Goal,0.7835,,Penalty,Left Foot,,107.8,39.9,,,,,1
11,25,265857,"[108.0, 40.0]",Goal,0.7835,,Penalty,Left Foot,,108.0,40.0,,,,,1
11,25,266883,"[108.1, 40.3]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.3,,,,,1
11,24,70282,"[108.1, 40.1]",Goal,0.7835,,Penalty,Left Foot,,108.1,40.1,,,,,1
11,24,266724,"[108.1, 40.1]",Goal,0.7835,,Penalty,Right Foot,,108.1,40.1,,,,,1
